Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Assembly	Genus_source
KM612262.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Vibrio phage H2 SGB-2014	GCA_002599785	Vibrio
KM612260.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Vibrio phage CJY	GCA_002599745	Vibrio
KM612261.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Vibrio phage H1	GCA_002599765	Vibrio
KM612263.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Vibrio phage H3	GCA_002599805	Vibrio
KM612264.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Enhodamvirus VP2	GCA_001041475	Vibrio
KM612265.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Vibrio phage J3	GCA_002599825	Vibrio
KM612259.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Vibrio phage QH	GCA_001041095	Vibrio
AY510084.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Enhodamvirus VP5	GCA_000844445	Vibrio
JF712866.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Enhodamvirus VC8	GCA_001015265	Vibrio
MH105773.1	Viruses	Uroviricota	Caudoviricetes				Enhodamvirus	Enhodamvirus VP2	GCA_003094035	Vibrio
MK660712.1	Viruses	Uroviricota	Caudoviricetes				Ericdabvirus	Ericdabvirus ericdab	GCA_004800285	Gordonia
KX397364.2	Viruses	Uroviricota	Caudoviricetes				Erskinevirus	Erskinevirus asesino	GCA_001744335	Erwinia
KX397373.1	Viruses	Uroviricota	Caudoviricetes				Erskinevirus	Erskinevirus EaH2	GCA_002600675	Erwinia
LC629477.1	Viruses	Uroviricota	Caudoviricetes				Eurybiavirus	Eurybiavirus sp.	GCA_018448635	Eurybiavirus
LC629476.1	Viruses	Uroviricota	Caudoviricetes				Eurybiavirus	Eurybiavirus sp.	GCA_018448645	Eurybiavirus
LC629475.1	Viruses	Uroviricota	Caudoviricetes				Eurybiavirus	Eurybiavirus sp.	GCA_018448655	Eurybiavirus
GU075905.1	Viruses	Uroviricota	Caudoviricetes				Eurybiavirus	Eurybiavirus PHM2	GCA_000892475	Prochlorococcus
GU071101.1	Viruses	Uroviricota	Caudoviricetes				Eurybiavirus	Eurybiavirus PHM2	GCA_000892455	Prochlorococcus
HQ634174.1	Viruses	Uroviricota	Caudoviricetes				Eurybiavirus	Eurybiavirus MED4213	GCA_000904535	Prochlorococcus
KX557277.1	Viruses	Uroviricota	Caudoviricetes				Eyrevirus	Eyrevirus eyre	GCA_001745595	Gordonia
ON724012.1	Viruses	Uroviricota	Caudoviricetes				Fairfaxidumvirus	Gordonia phage PCoral7	GCA_024752755	Gordonia
MK814757.1	Viruses	Uroviricota	Caudoviricetes				Fairfaxidumvirus	Fairfaxidumvirus fairfaxidum	GCA_005145505	Gordonia
MK801721.1	Viruses	Uroviricota	Caudoviricetes				Fairfaxidumvirus	Fairfaxidumvirus william	GCA_006530115	Gordonia
MN234161.1	Viruses	Uroviricota	Caudoviricetes				Fairfaxidumvirus	Fairfaxidumvirus toast	GCA_008938705	Gordonia
KJ173786.1	Viruses	Uroviricota	Caudoviricetes				Farahnazvirus	Farahnazvirus ISF9	GCA_000917955	Microbacterium
MZ501086.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage JohannRWettstein	GCA_020892775	Escherichia
MZ726791.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage vB_EcoM_ASO1A	GCA_023094085	Escherichia
MZ726792.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage vB_EcoM_ASO1B	GCA_023094095	Escherichia
OK040807.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage C600M2	GCA_020523015	Escherichia
OK040806.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage CL1	GCA_020523025	Escherichia
OK272472.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage JLBYU28	GCA_021356085	Escherichia
OK272490.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage JLBYU32	GCA_021356215	Escherichia
OL474141.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Salmonella phage ph2-2	GCA_021354695	Salmonella
OL656108.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Salmonella phage UAB_69	GCA_026622995	Salmonella
OL800606.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Salmonella phage vB_SAg-RPN213	GCA_021864095	Salmonella
OM386663.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage vB_EcoM_ESCO49	GCA_023324065	Escherichia
OM386664.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage vB_EcoM_ESCO50	GCA_023324095	Escherichia
ON239128.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Salmonella phage OPT-SAL01	GCA_023661405	Salmonella
ON540300.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage ECOH1	GCA_023661425	Escherichia
KF055347.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus JH2	GCA_001504375	Escherichia
OP172796.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage EF202P1	GCA_027573345	Escherichia
OX016465.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Escherichia phage vB_Eco_Tribble	GCA_943590915	Escherichia
JN225449.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus UAB87	GCA_001041175	Enterobacteriaphage
KM092515.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus HY02	GCA_001504355	Escherichia
MK965969.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Salmonella phage DaR-2019a	GCA_006083255	Salmonella
MK962758.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Shigella phage JK55	GCA_008214345	Shigella
MN481367.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus BPS17W1	GCA_009662635	Salmonella
KM657822.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus VpaE1	GCA_001041835	Escherichia
KP010413.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus SP116	GCA_001041335	Salmonella
KP143762.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus mushroom	GCA_002620065	Salmonella
KP869100.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus TP1	GCA_002624465	Escherichia
KP869109.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Felixounavirus	Felixounavirus wV8	GCA_002604785	Escherichia
